1.015720143914222717e-01,-2.979327738285064697e-02,-6.575347855687141418e-03,8.929327520911618798e-02,3.792216738516374086e-02,1.787918144189177549e-01,9.790924917085370716e-01,4.325922206044197083e-02
2.137659341096878052e-01,-6.341896206140518188e-02,-7.240028120577335358e-03,1.715619325058729272e-01,1.203235046053440643e-01,3.840007776265030870e-01,8.992397679910397734e-01,8.315195143222808838e-02
2.981220483779907227e-01,-9.854951500892639160e-02,-2.523981593549251556e-02,2.162022580603810973e-01,2.298985736673452851e-01,5.438693110181226364e-01,7.775663328411186459e-01,1.158239096403121948e-01
3.446534574031829834e-01,-1.279399842023849487e-01,-5.476649850606918335e-02,2.222671471131605347e-01,3.264950942595415961e-01,6.372331151123337145e-01,6.617644790579658709e-01,1.380760222673416138e-01
3.631857037544250488e-01,-1.485792100429534912e-01,-8.694212138652801514e-02,2.108834766378135384e-01,3.932620927424049229e-01,6.848950340644112122e-01,5.760137828272180460e-01,1.517959833145141602e-01
3.660789430141448975e-01,-1.612098067998886108e-01,-1.162356212735176086e-01,1.970952504980613695e-01,4.341326373446431908e-01,7.090741318500758394e-01,5.195153423762881584e-01,1.593581140041351318e-01
3.617226183414459229e-01,-1.680293381214141846e-01,-1.407120078802108765e-01,1.862184772939873001e-01,4.579492416153544965e-01,7.221097964675954328e-01,4.839035158621585730e-01,1.625686585903167725e-01
3.547394573688507080e-01,-1.711233556270599365e-01,-1.602772623300552368e-01,1.788536978029338365e-01,4.716422680381112120e-01,7.296550990610561893e-01,4.617015943185420190e-01,1.628044843673706055e-01
3.474217951297760010e-01,-1.720115989446640015e-01,-1.755062490701675415e-01,1.742362212632419527e-01,4.795289251287327970e-01,7.342677334300148351e-01,4.478221129068299944e-01,1.611399799585342407e-01
3.407908082008361816e-01,-1.716918498277664185e-01,-1.871386468410491943e-01,1.714864655636119672e-01,4.841055011997590918e-01,7.371884885473342086e-01,4.390756064619475985e-01,1.583851277828216553e-01
3.352102935314178467e-01,-1.707841604948043823e-01,-1.958900541067123413e-01,1.699262621780472382e-01,4.867878010165994085e-01,7.390761694512640867e-01,4.335079214418895988e-01,1.551173031330108643e-01
3.307204544544219971e-01,-1.696592569351196289e-01,-2.023878246545791626e-01,1.690953632841963317e-01,4.883796581066897624e-01,7.403085663376596237e-01,4.299247541959611008e-01,1.517242193222045898e-01
3.272171914577484131e-01,-1.685269474983215332e-01,-2.071536332368850708e-01,1.686983716641415332e-01,4.893403455441279748e-01,7.411149838644808252e-01,4.275926406197502194e-01,1.484493911266326904e-01
3.245448172092437744e-01,-1.674959510564804077e-01,-2.106082737445831299e-01,1.685517948911836039e-01,4.899338896289778256e-01,7.416401691122771478e-01,4.260574325030531684e-01,1.454329788684844971e-01
3.225415349006652832e-01,-1.666139960289001465e-01,-2.130824476480484009e-01,1.685433192084526688e-01,4.903124679389871954e-01,7.419783519426736973e-01,4.250352439295016493e-01,1.427439451217651367e-01
3.210612833499908447e-01,-1.658930331468582153e-01,-2.148322314023971558e-01,1.686062728982554160e-01,4.905641779215953457e-01,7.421914240802510720e-01,4.243472659287405024e-01,1.404045224189758301e-01
3.199805915355682373e-01,-1.653245687484741211e-01,-2.160529047250747681e-01,1.687011458435818123e-01,4.907396445755134451e-01,7.423211638746969321e-01,4.238794808629882116e-01,1.384079903364181519e-01
3.192000091075897217e-01,-1.648914366960525513e-01,-2.168909013271331787e-01,1.688057132203392152e-01,4.908680033654313490e-01,7.423956742884061377e-01,4.235586113562919142e-01,1.367304027080535889e-01
3.186412155628204346e-01,-1.645723879337310791e-01,-2.174553424119949341e-01,1.689077293457772466e-01,4.909658712682771764e-01,7.424342109493430319e-01,4.233369044024644645e-01,1.353391706943511963e-01
3.182441890239715576e-01,-1.643464267253875732e-01,-2.178265452384948730e-01,1.690012978073713035e-01,4.910430618385825396e-01,7.424495629922007733e-01,4.231830799693017120e-01,1.341988742351531982e-01
3.179641366004943848e-01,-1.641941368579864502e-01,-2.180630862712860107e-01,1.690839261582074426e-01,4.911051643971466873e-01,7.424506177466650980e-01,4.230761440036212018e-01,1.332737058401107788e-01
3.177672922611236572e-01,-1.640988439321517944e-01,-2.182070612907409668e-01,1.691551014423489374e-01,4.911557412554271584e-01,7.424431437808884926e-01,4.230020895227487587e-01,1.325303614139556885e-01
3.176293671131134033e-01,-1.640466898679733276e-01,-2.182888239622116089e-01,1.692153106722505962e-01,4.911969398569649981e-01,7.424310851560375069e-01,4.229513313648221029e-01,1.319385915994644165e-01
3.175326585769653320e-01,-1.640260666608810425e-01,-2.183292359113693237e-01,1.692656155810236540e-01,4.912304675653365038e-01,7.424170181037180738e-01,4.229169544337296749e-01,1.314717084169387817e-01
3.174643814563751221e-01,-1.640280187129974365e-01,-2.183435112237930298e-01,1.693074286405522599e-01,4.912575616197586426e-01,7.424023638673090675e-01,4.228944701491906821e-01,1.311068385839462280e-01
3.174157738685607910e-01,-1.640456616878509521e-01,-2.183415591716766357e-01,1.693417364032367423e-01,4.912791293147934502e-01,7.423883346144476425e-01,4.228803069900772815e-01,1.308245509862899780e-01
3.173804581165313721e-01,-1.640738248825073242e-01,-2.183304727077484131e-01,1.693698514067396577e-01,4.912962308580589577e-01,7.423751669343533477e-01,4.228722957327836207e-01,1.306084394454956055e-01
3.173542022705078125e-01,-1.641081869602203369e-01,-2.183145880699157715e-01,1.693928324207145675e-01,4.913094408649566480e-01,7.423632831087626505e-01,4.228686055188192183e-01,1.304451227188110352e-01
3.173339366912841797e-01,-1.641458868980407715e-01,-2.182970494031906128e-01,1.694116386425453258e-01,4.913195123710842327e-01,7.423526998568080737e-01,4.228679492125119177e-01,1.303233802318572998e-01
3.173176646232604980e-01,-1.641849577426910400e-01,-2.182793468236923218e-01,1.694269805825857067e-01,4.913268331472100958e-01,7.423433989410608280e-01,4.228696245048047531e-01,1.302343755960464478e-01
3.173042237758636475e-01,-1.642238646745681763e-01,-2.182628214359283447e-01,1.694392897737693748e-01,4.913319470039456127e-01,7.423355080289585350e-01,4.228726031012893793e-01,1.301707029342651367e-01
3.172926306724548340e-01,-1.642613708972930908e-01,-2.182478904724121094e-01,1.694494778962267190e-01,4.913355636672413485e-01,7.423285229787780493e-01,4.228765804447393584e-01,1.301266551017761230e-01
3.172823786735534668e-01,-1.642970740795135498e-01,-2.182349264621734619e-01,1.694575952615345882e-01,4.913377980268743839e-01,7.423227091634827524e-01,4.228809372606759931e-01,1.300975382328033447e-01
3.172731697559356689e-01,-1.643305718898773193e-01,-2.182236611843109131e-01,1.694643565762637416e-01,4.913391262540355298e-01,7.423175757299247390e-01,4.228856956963210068e-01,1.300795823335647583e-01
3.172647953033447266e-01,-1.643615812063217163e-01,-2.182142883539199829e-01,1.694697702949182760e-01,4.913394716732515932e-01,7.423133823761950412e-01,4.228904856783261001e-01,1.300701498985290527e-01
3.172569274902343750e-01,-1.643898934125900269e-01,-2.182063758373260498e-01,1.694741272435137946e-01,4.913393704351767255e-01,7.423097732762339307e-01,4.228951923987780415e-01,1.300667822360992432e-01
3.172497451305389404e-01,-1.644158214330673218e-01,-2.181998938322067261e-01,1.694776899592632113e-01,4.913385511706086506e-01,7.423068190381348908e-01,4.228999020443546808e-01,1.300678402185440063e-01
3.172429800033569336e-01,-1.644392907619476318e-01,-2.181947082281112671e-01,1.694808803239145067e-01,4.913379236852758458e-01,7.423040479669277270e-01,4.229042164901953837e-01,1.300718635320663452e-01
3.172367811203002930e-01,-1.644604802131652832e-01,-2.181905955076217651e-01,1.694832737001236989e-01,4.913368450021571854e-01,7.423018817642997869e-01,4.229083127681396159e-01,1.300779283046722412e-01
3.172311186790466309e-01,-1.644794940948486328e-01,-2.181872725486755371e-01,1.694852117412473380e-01,4.913356126857165718e-01,7.423000665224088745e-01,4.229121539381471839e-01,1.300853043794631958e-01
3.172258138656616211e-01,-1.644964218139648438e-01,-2.181847244501113892e-01,1.694869003784913730e-01,4.913343628292596854e-01,7.422984522811045816e-01,4.229157625867513426e-01,1.300933659076690674e-01
3.172210156917572021e-01,-1.645117551088333130e-01,-2.181828022003173828e-01,1.694883411463918854e-01,4.913331443699239243e-01,7.422970733700682278e-01,4.229190210019398988e-01,1.301016658544540405e-01
3.172166049480438232e-01,-1.645252406597137451e-01,-2.181812077760696411e-01,1.694894351564764090e-01,4.913318349201031832e-01,7.422960088532473133e-01,4.229219722418340321e-01,1.301099210977554321e-01
3.172127306461334229e-01,-1.645372360944747925e-01,-2.181800752878189087e-01,1.694903220255420395e-01,4.913307051192830066e-01,7.422950786215665175e-01,4.229245620685427309e-01,1.301179975271224976e-01
3.172090947628021240e-01,-1.645479202270507812e-01,-2.181792855262756348e-01,1.694911537961467096e-01,4.913296990439474654e-01,7.422941950418423529e-01,4.229269483367290028e-01,1.301256865262985229e-01
3.172057569026947021e-01,-1.645574569702148438e-01,-2.181785106658935547e-01,1.694917656426396801e-01,4.913285018136496762e-01,7.422935675133133238e-01,4.229291953900241041e-01,1.301329433917999268e-01
3.172027766704559326e-01,-1.645658463239669800e-01,-2.181781977415084839e-01,1.694923394470989608e-01,4.913275812470713766e-01,7.422929492011679509e-01,4.229311200903572709e-01,1.301396936178207397e-01
3.172001838684082031e-01,-1.645732522010803223e-01,-2.181778848171234131e-01,1.694927088476650967e-01,4.913265735298785741e-01,7.422925151759631746e-01,4.229329044950416172e-01,1.301458775997161865e-01
3.171977698802947998e-01,-1.645798087120056152e-01,-2.181777358055114746e-01,1.694931724630685810e-01,4.913259004163041954e-01,7.422919901809124088e-01,4.229344220819259981e-01,1.301515549421310425e-01
3.171956539154052734e-01,-1.645854264497756958e-01,-2.181777954101562500e-01,1.694936108674860997e-01,4.913251830585003144e-01,7.422914944678622451e-01,4.229359497705295623e-01,1.301567405462265015e-01
3.171937465667724609e-01,-1.645905822515487671e-01,-2.181777656078338623e-01,1.694938014114658054e-01,4.913244971057783572e-01,7.422912341077885223e-01,4.229371272347472455e-01,1.301614195108413696e-01
3.171920478343963623e-01,-1.645949333906173706e-01,-2.181776016950607300e-01,1.694940501166247449e-01,4.913237852942760608e-01,7.422909957400167791e-01,4.229382728276805947e-01,1.301656216382980347e-01
3.171905875205993652e-01,-1.645988821983337402e-01,-2.181777060031890869e-01,1.694942340417638915e-01,4.913232569688784634e-01,7.422907615535685455e-01,4.229392238848415086e-01,1.301693767309188843e-01
3.171891868114471436e-01,-1.646023839712142944e-01,-2.181778103113174438e-01,1.694943609322905331e-01,4.913227977826823412e-01,7.422906121140971925e-01,4.229399687407546238e-01,1.301728487014770508e-01
3.171879947185516357e-01,-1.646055281162261963e-01,-2.181780189275741577e-01,1.694945095504594712e-01,4.913222793190757942e-01,7.422904371414822400e-01,4.229408185612549276e-01,1.301759332418441772e-01
3.171870112419128418e-01,-1.646081656217575073e-01,-2.181780040264129639e-01,1.694945895018744042e-01,4.913218351664667138e-01,7.422903425176137215e-01,4.229414685548465447e-01,1.301785856485366821e-01
3.171860575675964355e-01,-1.646105051040649414e-01,-2.181780934333801270e-01,1.694947916108999197e-01,4.913215030583594767e-01,7.422901776335496526e-01,4.229420627438291724e-01,1.301809400320053101e-01
3.171852827072143555e-01,-1.646125912666320801e-01,-2.181783765554428101e-01,1.694948653540305772e-01,4.913212221866621321e-01,7.422900367741930294e-01,4.229426066895966563e-01,1.301831156015396118e-01
3.171844780445098877e-01,-1.646144092082977295e-01,-2.181783467531204224e-01,1.694949352083745531e-01,4.913208321397278810e-01,7.422899720800609780e-01,4.229431453441662159e-01,1.301849931478500366e-01
3.171839416027069092e-01,-1.646159887313842773e-01,-2.181783616542816162e-01,1.694948666014411964e-01,4.913205474349482405e-01,7.422899613424124299e-01,4.229435224167196195e-01,1.301866918802261353e-01
3.171832263469696045e-01,-1.646173298358917236e-01,-2.181785106658935547e-01,1.694949802599489408e-01,4.913204035028541083e-01,7.422898642570207040e-01,4.229438144597530425e-01,1.301881521940231323e-01
